Date,Check Number,Description,Type,Charge,Debit,Credit,Running Balance
3/13/19,0, VENMO            PAYMENT    184,Money Transfer - Debit,3,3,0,451.56
3/13/19,0, MAVIS SE DULUTH 602        DULU,Vehicle - Repair,133.66,133.66,0,459.16
3/14/19,0, MARTA                      ATLA,Transportation,5,5,0,446.56
3/15/19,0, SAXBYS - GSU               ATLA,Food,1.35,1.35,0,438.68
3/15/19,0, SAXBYS - GSU               ATLA,Food,6.53,6.53,0,440.03
3/15/19,0, CRACKER B 3316             WINT,Food,8.39,8.39,0,419.94
3/15/19,0, QUIKTRIP                   DULU,Gasoline,10.35,10.35,0,428.33
3/18/19,0, 7-ELEVEN                   WINT,Food,0.99,0.99,0,355.12
3/18/19,0, ATM CASH WITHDRAWAL FEE  ,Other Fee,3,3,0,305.13
3/18/19,0, ZAXBY S #60201             OCOE,Food,3.16,3.16,0,356.11
3/18/19,0, SQUARE INC       DENZE      T20,Money Transfer - Debit,4,4,0,285.51
3/18/19,0, SPEEDWAY 06909             WINT,Food,4.49,4.49,0,389.75
3/18/19,0, SQUARE INC       DENZE      T20,Money Transfer - Debit,5,5,0,280.51
3/18/19,0, SUBWAY        00598474     ATLA,Food,5.44,5.44,0,414.5
3/18/19,0, ZAXBY S #60201             OCOE,Food,8.24,8.24,0,359.27
3/18/19,0, SICILY PIZZA               DAYT,Food,8.42,8.42,0,367.51
3/18/19,0, WENDY S #11721             WINT,Food,13.82,13.82,0,375.93
3/18/19,0, FLASH FDS 272              VALD,Gasoline,15.62,15.62,0,289.51
3/18/19,0, CITGO                      VALD,Gasoline,20.26,20.26,0,394.24
3/18/19,0, 0318 RT22007          000000001,Gasoline,23,23,0,308.13
3/18/19,0, 7-ELEVEN                   WINT,Gasoline,23.99,23.99,0,331.13
3/20/19,0, SQUARE INC       LAJOY      T20,Money Transfer - Debit,20,20,0,213.16
3/20/19,0, QUIKTRIP                   DULU,Gasoline,23.5,23.5,0,257.01
3/20/19,0, ZIN LENOX P2P              ATLA,Food,23.85,23.85,0,233.16
3/21/19,0, LA PARRILLA #14            NORC,Food,40,40,0,173.16
3/25/19,0, PAYPAL           VERIFYBANK    ,Money Transfer - Credit,0.1,0,0.1,173.26
3/25/19,0, PAYPAL           VERIFYBANK    ,Money Transfer - Credit,0.19,0,0.19,173.45
3/25/19,0, PAYPAL           TRANSFER      ,Money Transfer - Credit,100,0,100,273.45
3/25/19,0, PAYPAL           VERIFYBANK 100,Money Transfer - Debit,0.29,0.29,0,263.06
3/25/19,0, THE HOME DEPOT             DULU,Housing - Repair,10.1,10.1,0,263.35
3/26/19,0, SQUARE INC       JAHMI      T20,Money Transfer - Debit,2.5,2.5,0,254.96
3/26/19,0, GSU PANTHER DINING RET     ATLA,Food,2.71,2.71,0,260.35
3/26/19,0, GSU PANTHER DINING RET     ATLA,Food,2.89,2.89,0,257.46
3/26/19,0, VENMO            PAYMENT    188,Money Transfer - Debit,25,25,0,229.96
3/27/19,0, KROGER 38 3455             DULU,Food,1.92,1.92,0,218.81
3/27/19,0, DAIRY QUEEN #41248         NORC,Food,4.23,4.23,0,225.73
3/27/19,0, GSU PARKING DECK SKN       ATLA,Transportation,5,5,0,220.73
3/28/19,0, ROSAS PIZZA I              ATLA,Food,2.45,2.45,0,216.36
3/28/19,0, CHEVRON 0380929            ATLA,Gasoline,10.03,10.03,0,206.33
3/29/19,0, CMSVEND*GEORGIA VENDIN     ALPH,Food,1.75,1.75,0,193.39
3/29/19,0, GSU PARKING DECK SKN       ATLA,Transportation,5,5,0,201.33
3/29/19,0, QUIZNOS #4562              ATLA,Food,6.19,6.19,0,195.14
3/29/19,0, QUIKTRIP                   DULU,Gasoline,26.41,26.41,0,166.98
4/1/19,0, GSU PARKING DECK G         ATLA,Transportation,2,2,0,164.98
4/1/19,0, VIP BILLIARDS              DULU,Entertainment,27,27,0,137.98
4/2/19,0, GSU PANTHER DINING RET     ATLA,Food,3.8,3.8,0,129.18
4/2/19,0, GSU PARKING DECK SKN       ATLA,Transportation,5,5,0,132.98
4/2/19,0, SQU*SQ *THE TAQUERIA O     ATLA,Food,11.49,11.49,0,117.69
4/3/19,0, GSU PARKING DECK SKN       ATLA,Transportation,2,2,0,115.69
4/4/19,0, GSU PANTHER DINING RET     ATLA,Food,2.89,2.89,0,101.23
4/4/19,0, GSU PARKING DECK SKN       ATLA,Transportation,5,5,0,104.12
4/4/19,0, FELLINI S PIZZA-PONCE      ATLA,Food,6.57,6.57,0,109.12
4/5/19,0, CMSVEND*GEORGIA VENDIN     ALPH,Food,2,2,0,80.9
4/5/19,0, GSU PANTHER DINING RET     ATLA,Food,2.89,2.89,0,93.34
4/5/19,0, GSU PARKING DECK SKN       ATLA,Transportation,5,5,0,96.23
4/5/19,0, SQU*SQ *THE TAQUERIA O     ATLA,Food,10.44,10.44,0,82.9
4/8/19,0, DAIRY QUEEN #41248         NORC,Food,7.62,7.62,0,63.26
4/8/19,0, PEACHTREE INDUSTRIAL       DULU,Unknown,10.02,10.02,0,70.88
4/8/19,0, VIP BILLIARDS              DULU,Entertainment,14,14,0,33.92
4/8/19,0, KROGER 38 3455             DULU,Gasoline,15.34,15.34,0,47.92
4/9/19,0, WALGREENS 25 P             ATLA,Food,1.87,1.87,0,29.24
4/9/19,0, WALGREENS 25 P             ATLA,Food,2.81,2.81,0,31.11
4/10/19,0, GSU PARKING DECK SKN       ATLA,Transportation,5,5,0,24.24
4/11/19,0, GSU PARKING DECK SKN       ATLA,Transportation,5,5,0,19.24
4/11/19,0, QUIKTRIP                   DULU,Gasoline,10.01,10.01,0,9.23
4/12/19,0, FROM 0175 1000027445740  ,Mom Fund,30,0,30,39.23
4/12/19,0, PEACHTREE INDUSTRIAL       DULU,Unknown,5.04,5.04,0,34.19
4/15/19,0, ALLY BANK        P2P           ,Ally Transfer - From,50,0,50,84.19
4/22/19,0, LAUREL SPRING #2           SUWA,Unknown,60,60,0,24.19
4/24/19,0, SAXBYS - GSU               ATLA,Food,3.04,3.04,0,21.15
4/26/19,0, SQUARE INC       ANTHO         ,Money Transfer - Credit,16,0,16,169.8
4/26/19,0, ZOES AP          PAYROLL       ,PayCheck Deposit - Zoes,46.84,0,46.84,67.99
4/26/19,0, ZOES AP          PAYROLL       ,PayCheck Deposit - Zoes,85.81,0,85.81,153.8
4/29/19,0, COOK OUT TUCKER            TUCK,Food,4.85,4.85,0,164.95
4/30/19,0, GSU PANTHER DINING RET     ATLA,Food,3.8,3.8,0,161.15
4/30/19,0, PANDA EXPRESS #3101        ATLA,Food,8.28,8.28,0,152.87
5/1/19,0, WALGREENS 25 P             ATLA,Food,3.34,3.34,0,143.33
5/1/19,0, SMOOTHIE KING #468-GEO     ATLA,Food,6.2,6.2,0,146.67
5/2/19,0, GSU PANTHER DINING RET     ATLA,Food,3.37,3.37,0,139.96
5/3/19,0, KROGER 38 3455             DULU,Food,3.56,3.56,0,136.4
5/6/19,0, SAXBYS - GSU               ATLA,Food,4.39,4.39,0,132.01
5/6/19,0, LITTLE CAESARS 1391-00     NORC,Food,6.36,6.36,0,61.71
5/6/19,0, KROGER 38 3455             DULU,Gasoline,26.05,26.05,0,105.96
5/6/19,0, 803 BOWLERO 8003425263     NORC,Entertainment,37.89,37.89,0,68.07
5/7/19,0, ALLY BANK        $TRANSFER     ,Ally Transfer - From,150,0,150,211.71
5/10/19,0, SQUARE INC       * CASH APP    ,Money Transfer - Credit,28,0,28,239.71
5/13/19,0, SQUARE INC       * CASH APP    ,Money Transfer - Credit,25,0,25,264.71
5/13/19,0, ALLY CASHBACK CC ONLINE PMT CKF,CC BillPay,119.32,119.32,0,145.39
5/21/19,0, CI CI S NORCROSS #         PEAC,Food,6.56,6.56,0,138.83
5/22/19,0, VENMO            PAYMENT    207,Money Transfer - Debit,27,27,0,111.83
5/23/19,0, ALLY BANK        P2P           ,Ally Transfer - From,207,0,207,318.83
5/28/19,0, BERKLEY LAKE               NORC,Unknown,20,20,0,298.83
5/30/19,0, KROGER #6 3093             DULU,Food,4.58,4.58,0,294.25
5/31/19,0, CHICK-FIL-A #00821         DULU,Food,3.59,3.59,0,290.66
6/3/19,0, QT 831        07008311     DULU,Food,2.03,2.03,0,288.63
6/6/19,0, SQUARE INC       * CASH APP    ,Money Transfer - Credit,15,0,15,303.63
6/6/19,0, SQUARE INC       * CASH APP T20,Money Transfer - Debit,5,5,0,293.63
6/6/19,0, SQUARE INC       * CASH APP T20,Money Transfer - Debit,5,5,0,298.63
6/10/19,0, POPEYES #12807             DULU,Food,6.88,6.88,0,278.53
6/10/19,0, SUBLIME DRUIDHILLS         ATLA,Food,8.22,8.22,0,285.41
6/11/19,0, ALLY CASHBACK CC ONLINE PMT CKF,CC BillPay,180.4,180.4,0,98.13
6/12/19,0, VENMO            CASHOUT       ,Money Transfer - Credit,21.5,0,21.5,119.63
6/12/19,0, GSU PANTHER DINING RET     ATLA,Food,2.17,2.17,0,113.71
6/12/19,0, COOK OUT MORELAND AVE      ATLA,Food,3.75,3.75,0,115.88
6/14/19,0, SQUARE INC       * CASH APP T20,Money Transfer - Debit,8,8,0,90.68
6/14/19,0, JERSEY MIKES 5020          ATLA,Food,15.03,15.03,0,98.68
6/17/19,0, QT 729        07007297     ATLA,Food,1.04,1.04,0,89.64
6/17/19,0, KROGER #2 3300             ATLA,Food,2.54,2.54,0,77.63
6/17/19,0, BQ WINGS                   DULU,Food,9.47,9.47,0,80.17
6/17/19,507,CHECK,Withdrawal,30,30,0,47.63
6/18/19,0, QT 1702       91017020     SMYR,Food,3.82,3.82,0,43.81
6/18/19,0, WAFFLE HOUSE 1890          ATLA,Food,10,10,0,33.81
6/19/19,0,MOBILE CHECK DEPOSIT,Deposit,25,0,25,58.81
6/19/19,0,MOBILE CHECK DEPOSIT,Deposit,50,0,50,108.81
6/19/19,0,MOBILE CHECK DEPOSIT,Deposit,50,0,50,158.81
6/19/19,0,MOBILE CHECK DEPOSIT,Deposit,100,0,100,258.81
6/19/19,0,MOBILE CHECK DEPOSIT,Deposit,100,0,100,358.81
6/19/19,0, GSU PANTHER DINING RET     ATLA,Food,4.19,4.19,0,354.62
6/20/19,0, USA*VENDING                ALPH,Food,1.1,1.1,0,348.52
6/20/19,0, USA*VENDING                ALPH,Food,1.6,1.6,0,346.92
6/20/19,0, GSU PARKING DECK SKN       ATLA,Transportation,5,5,0,349.62
6/21/19,0, ZOES AP          PAYROLL       ,PayCheck Deposit - Zoes,240.62,0,240.62,587.54
6/21/19,0, GSU PANTHER DINING RET     ATLA,Food,4.45,4.45,0,583.09
6/26/19,0,DEPOSIT,Deposit,426.58,0,426.58,1009.67
7/5/19,0, ZOES AP          PAYROLL       ,PayCheck Deposit - Zoes,177.39,0,177.39,1187.06
7/5/19,0, MOBILE APP TRANSFER TO 10000274,Mom Payment,255,255,0,932.06
7/9/19,0,MOBILE CHECK DEPOSIT,Deposit,97.78,0,97.78,1029.84
7/10/19,0, SQUARE INC       * CASH APP T20,Money Transfer - Debit,40,40,0,989.84
7/10/19,0, ALLY CASHBACK CC ONLINE PMT CKF,CC BillPay,132.22,132.22,0,857.62
7/19/19,0, ZOES AP          PAYROLL       ,PayCheck Deposit - Zoes,186.59,0,186.59,1044.21
7/29/19,0, KROGER 38 3455             DULU,Grocery,2.04,2.04,0,1042.17
7/31/19,0, SQUARE INC       * CASH APP    ,Money Transfer - Credit,52,0,52,1094.17
8/2/19,0, ZOES AP          PAYROLL       ,PayCheck Deposit - Zoes,100.07,0,100.07,1194.24
8/6/19,0,MOBILE CHECK DEPOSIT,Deposit,136.9,0,136.9,1331.14
8/6/19,0, ALLY CASHBACK CC ONLINE PMT CKF,CC BillPay,248,248,0,1083.14
8/13/19,0,DEPOSIT,Deposit,569,0,569,1652.14
8/14/19,0, SQUARE INC       * CASH APP T20,Money Transfer - Debit,20,20,0,1632.14
8/15/19,0, CHICK-FIL-A #00807         MARI,Food,9.36,9.36,0,1622.78
8/16/19,0, WM SUPERCENTER #           ATLA,Grocery,317.18,317.18,0,1305.6
8/16/19,0, S068AC1          RENT       993,Housing - Rent,789.95,789.95,0,515.65
8/19/19,0, TACO MAC 22                KENN,Food,23.06,23.06,0,492.59
8/19/19,0, VENMO            PAYMENT    239,Money Transfer - Debit,25,25,0,467.59
8/21/19,0, PUBLIX SUPER MAR           ATLA,Grocery,20.83,20.83,0,446.76
8/26/19,0, SQUARE INC       * CASH APP    ,Money Transfer - Credit,35,0,35,481.76
8/26/19,0, WAL-MART #3775             ATLA,Grocery,82.85,82.85,0,398.91
8/27/19,0, ALLY BANK        P2P           ,Ally Transfer - From,788,0,788,1186.91
8/27/19,0, WALGREENS 25 P             ATLA,Food,3.86,3.86,0,1173.05
8/27/19,0, TEXACO 0302534             ATLA,Gasoline,10,10,0,1176.91
8/28/19,0, COOPER PEDIATRICS          DULU,Medical,20,20,0,1153.05
8/28/19,0, KROGER 38 3455             DULU,Gasoline,27.38,27.38,0,1125.67
8/29/19,0, GSU PARKING DECK SKN       ATLA,Transportation,5,5,0,1107.51
8/29/19,0, PEACHTREE INDUSTRIAL       DULU,Unknown,5.01,5.01,0,1112.51
8/29/19,0, CHICK-FIL-A #00821         DULU,Food,8.15,8.15,0,1117.52
8/29/19,0, SQU*SQ *CAFE HOT WING      ATLA,Food,10,10,0,1097.51
8/30/19,0, BIRD APP                   8662,Transportation,20,20,0,1077.51
9/3/19,0, MOBILE APP TRANSFER FROM 100002,Mom Fund,200,0,200,1277.51
9/3/19,0, VENMO            PAYMENT    243,Money Transfer - Debit,7.5,7.5,0,1260.01
9/3/19,0, CASH APP*DENZELLE T        4153,Money Transfer - Debit,10,10,0,1267.51
9/4/19,0, S068AC1          RENT       997,Housing - Rent,789.95,789.95,0,470.06
9/5/19,0, CASH APP*DENZELLE T        4153,Money Transfer - Debit,10,10,0,460.06
9/11/19,0, SQUARE INC       * CASH APP T20,Money Transfer - Debit,20,20,0,440.06
9/12/19,0,DEPOSIT,Deposit,257.67,0,257.67,697.73
9/12/19,0, VENMO            PAYMENT    248,Money Transfer - Debit,28,28,0,669.73
9/12/19,0, ALLY CASHBACK CC ONLINE PMT CKF,CC BillPay,301.28,301.28,0,368.45
9/16/19,0, VENMO            PAYMENT    249,Money Transfer - Debit,25,25,0,343.45
9/25/19,0, BIRD APP                   8662,Transportation,10,10,0,323.45
9/25/19,0, BIRD APP                   8662,Transportation,10,10,0,333.45
9/26/19,0, VENMO            CASHOUT       ,Money Transfer - Credit,20,0,20,343.45
9/26/19,0, SQUARE INC       * CASH APP T20,Money Transfer - Debit,20,20,0,323.45
9/27/19,0, SQUARE INC       * CASH APP    ,Money Transfer - Credit,15,0,15,338.45
9/30/19,0, VENMO            CASHOUT       ,Money Transfer - Credit,65,0,65,403.45
10/1/19,0, SQUARE INC       * CASH APP    ,Money Transfer - Credit,20,0,20,623.45
10/1/19,0, MOBILE APP TRANSFER FROM 100002,Mom Fund,200,0,200,603.45
10/1/19,0, ALLY BANK        P2P           ,Ally Transfer - From,800,0,800,1423.45
10/2/19,0, 1001 00004683         000021300,Unknown,0,0,0,1420.62
10/2/19,0, RACETRAC 2421              ATLA,Gasoline,1.08,1.08,0,1420.62
10/2/19,0, KROGER 34 1715             ATLA,Food,1.75,1.75,0,1421.7
10/2/19,0, ATM BALANCE INQUIRY FEE  ,Other Fee,3,3,0,1417.62
10/2/19,0, ATM CASH WITHDRAWAL FEE  ,Other Fee,3,3,0,1352.12
10/2/19,0, 1001 00004683         000021400,Unknown,62.5,62.5,0,1355.12
10/2/19,0, S068AC1          RENT       100,Housing - Rent,789.95,789.95,0,562.17
10/3/19,0, GSU CHICK-FIL-A            ATLA,Food,2.38,2.38,0,559.79
10/7/19,0, QT 729        07007297     ATLA,Gasoline,1.04,1.04,0,558.75
10/10/19,0, BIRD APP                   8662,Transportation,10,10,0,538.75
10/10/19,0, BIRD APP                   8662,Transportation,10,10,0,548.75
10/11/19,0, ALLY CASHBACK CC ONLINE PMT CKF,CC BillPay,469.31,469.31,0,69.44
10/15/19,0, VENMO            CASHOUT       ,Money Transfer - Credit,500,0,500,569.44
10/15/19,0, WM SUPERCENTER #           ATLA,Grocery,51.64,51.64,0,517.8
10/16/19,0, WM SUPERCENTER #           ALPH,Grocery,2.02,2.02,0,515.78
10/28/19,0, SQUARE INC       * CASH APP T20,Money Transfer - Debit,12,12,0,503.78
10/29/19,0, ALLY BANK        P2P           ,Ally Transfer - From,800,0,800,1303.78
10/30/19,0, SQUARE INC       * CASH APP T20,Money Transfer - Debit,20,20,0,1283.78
11/1/19,0, MOBILE APP TRANSFER FROM 100002,Mom Fund,200,0,200,1483.78
11/5/19,0, S068AC1          RENT       102,Housing - Rent,789.95,789.95,0,693.83
11/6/19,0, SQUARE INC       * CASH APP T20,Money Transfer - Debit,10,10,0,683.83
11/12/19,0, VENMO            CASHOUT       ,Money Transfer - Credit,262,0,262,945.83
11/13/19,0, SQUARE INC       * CASH APP    ,Money Transfer - Credit,39,0,39,984.83
11/13/19,0, ALLY BANK        P2P           ,Ally Transfer - From,1000,0,1000,1984.83
11/14/19,0, BOCADO                     ATLA,Food,2.58,2.58,0,1982.25
11/14/19,0, KROGER 34 1715             ATLA,Food,5.25,5.25,0,1977
11/15/19,0, KROGER 34 1715             ATLA,Grocery,41.55,41.55,0,1935.45
11/18/19,0, POPEYES 4522               ATLA,Food,7.18,7.18,0,1928.27
11/18/19,0, SQUARE INC       * CASH APP T20,Money Transfer - Debit,15,15,0,1913.27
11/25/19,0, SQUARE INC       * CASH APP T20,Money Transfer - Debit,10,10,0,1903.27
12/2/19,0, VENMO            CASHOUT       ,Money Transfer - Credit,14,0,14,2117.27
12/2/19,0, MOBILE APP TRANSFER FROM 100002,Mom Fund,200,0,200,2103.27
12/2/19,0, VENMO            PAYMENT    280,Money Transfer - Debit,15,15,0,2102.27
12/2/19,0, S068AC1          RENT       102,Housing - Repair,26.95,26.95,0,2075.32
12/3/19,0, SQUARE INC       * CASH APP    ,Money Transfer - Credit,60,0,60,2135.32
12/3/19,0, S068AC1          RENT       103,Housing - Rent,789.95,789.95,0,1345.37
12/12/19,0,DEPOSIT,PayCheck Deposit - Bocado,1138.15,0,1138.15,2483.52
12/12/19,0, SQUARE INC       * CASH APP T20,Money Transfer - Debit,5,5,0,2473.52
12/12/19,0, VENMO            PAYMENT    284,Money Transfer - Debit,5,5,0,2478.52
12/12/19,0, SQUARE INC       * CASH APP T20,Money Transfer - Debit,30,30,0,2443.52
12/13/19,0, KROGER 34 1715             ATLA,Grocery,69.32,69.32,0,2374.2
12/13/19,0, ALLY CASHBACK CC ONLINE PMT CKF,CC BillPay,464.26,464.26,0,1909.94
12/16/19,0, CASH APP*PHILIP SEW        4153,Money Transfer - Debit,10,10,0,1889.94
12/16/19,0, CASH APP*PHILIP SEW        4153,Money Transfer - Debit,10,10,0,1899.94
12/20/19,0,DEPOSIT,Gift Deposit,300,0,300,2189.94
12/23/19,0, VENMO            PAYMENT    289,Money Transfer - Debit,3,3,0,2186.94
12/23/19,0, VENMO            PAYMENT    288,Money Transfer - Debit,50,50,0,2136.94
12/24/19,0, SQUARE INC       * CASH APP    ,Money Transfer - Credit,41,0,41,2177.94
12/26/19,0, SQUARE INC       * CASH APP T20,Money Transfer - Debit,25,25,0,2152.94
12/27/19,0,DEPOSIT,PayCheck Deposit - Bocado,817.17,0,817.17,2970.11
1/2/20,0, MOBILE APP TRANSFER FROM 100002,Mom Fund,200,0,200,3170.11
1/2/20,0, SQUARE INC       * CASH APP T20,Money Transfer - Debit,10,10,0,3149.64
1/2/20,0, KROGER 34 1715             ATLA,Grocery,10.47,10.47,0,3159.64
1/3/20,0, S068AC1          RENT       106,Housing - Rent,789.95,789.95,0,2359.69
1/6/20,0, VENMO            CASHOUT       ,Money Transfer - Credit,100,0,100,2459.69
1/6/20,0, THAI STAR                  NORC,Food,7,7,0,2452.69
1/7/20,0, SQUARE INC       * CASH APP    ,Money Transfer - Credit,10,0,10,2462.69
1/7/20,0,DEPOSIT,PayCheck Deposit - Bocado,856.51,0,856.51,3319.2
1/7/20,0, KROGER 34 1715             ATLA,Grocery,8.26,8.26,0,3310.94
1/21/20,0, ALLY BANK        $TRANSFER  200,Ally Transfer - To,2500,2500,0,810.94
1/27/20,0, THE HOME DEPOT             ATLA,Housing - Repair,24.98,24.98,0,785.96
1/27/20,0, KROGER 34 1715             ATLA,Gasoline,27.46,27.46,0,758.5
1/28/20,0, ALLY BANK        P2P           ,Ally Transfer - From,250,0,250,1008.5
1/28/20,0, VENMO            PAYMENT    303,Money Transfer - Debit,60,60,0,948.5
1/29/20,0, GSU PANTHERS CLUB          ATLA,Food,4.35,4.35,0,944.15
2/3/20,0, MOBILE APP TRANSFER FROM 100002,Mom Fund,200,0,200,1144.15
2/3/20,0, ZUMIEZ #565                ATLA,Entertainment,3.6,3.6,0,1140.55
2/4/20,0, S068AC1          RENT       108,Housing - Rent,789.95,789.95,0,350.6
2/5/20,0, ARBYS #8080 ATLANTA        ATLA,Food,3.26,3.26,0,347.34
2/5/20,0, PANDA EXPRESS #3101        ATLA,Food,8.28,8.28,0,339.06
2/5/20,0, KROGER 34 1715             ATLA,Grocery,12.96,12.96,0,326.1
2/7/20,0, 0206 06358318         000080862,Refund,6.5,0,6.5,332.6
2/7/20,0, STUDENT CENTER INFORMA     ATLA,Food,1,1,0,321.99
2/7/20,0, THE HOME DEPOT             ATLA,Housing - Repair,5.14,5.14,0,310.35
2/7/20,0, THE HOME DEPOT             ATLA,Housing - Repair,6.5,6.5,0,315.49
2/7/20,0, SQ *BARAKA SHAWARMA        ATLA,Food,9.61,9.61,0,322.99
2/10/20,0, VENMO            CASHOUT       ,Money Transfer - Credit,18,0,18,328.35
2/10/20,0, BOCADO                     ATLA,Food,4.71,4.71,0,323.64
2/11/20,0, SQUARE INC       * CASH APP    ,Money Transfer - Credit,7,0,7,330.64
2/11/20,0, QT 831                     DULU,Gasoline,3.96,3.96,0,326.68
2/12/20,0,DEPOSIT,PayCheck Deposit - Bocado,1084.31,0,1084.31,1410.99
2/12/20,0, WILLYS GEORGIA STATE       ATLA,Food,1.2,1.2,0,1409.79
2/12/20,0, PANDA EXPRESS #3101        ATLA,Food,8.28,8.28,0,1401.51
2/12/20,0, KROGER 34 1715             ATLA,Grocery,15.27,15.27,0,1386.24
2/14/20,0, SQ *BARAKA SHAWARMA        ATLA,Food,9.16,9.16,0,1377.08
2/18/20,0, REVELATOR ATL WESTSIDE     ATLA,Food,6.63,6.63,0,1370.45
2/19/20,0, FROM 0175 1000027445740  ,Mom Fund,150,0,150,1520.45
2/19/20,0, WILLYS GEORGIA STATE       ATLA,Food,1.2,1.2,0,1519.25
2/19/20,0, GSU CHICK-FIL-A            ATLA,Food,4.35,4.35,0,1514.9
2/19/20,0, TD BANK          PAYMENT    ANT,CC BillPay,1019.84,1019.84,0,495.06
2/20/20,0, SUBWAY        00046276     DULU,Food,13.74,13.74,0,481.32